,text,url,price,cpu_name,cpu_gen,cpu_brand,discount_value,store
63,"Lenovo Legion 5 15.6"" LED-Backlit Antiglare FHD Gaming Laptop 10th Gen Intel Core i7-10750H 16GB RAM 1TB HDD + 512GB NVMe SSD 6GB NVIDIA GeForce GTX 1660Ti Windows 10 Home - Moss Green",https://www.amazon.sa/81Y6003YUS/dp/B08FC15WPH/ref=sr_1_64?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-64,1393,i7,7,Intel,0,Amazon (SA)
64,"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q 8GB, 17.3"" FHD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 1TB NVMe SSD, WiFi 6, RGB Keyboard, PH317-54-70Z5",https://www.amazon.sa/PH317-54-70Z5/dp/B089WG3YMT/ref=sr_1_65?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-65,1841,i7,7,Intel,0,Amazon (SA)
66,لاب توب نوت بوك من الجيل الخامس للالعاب من ديل، انتل كور اي7 10750اتش - 15 انش، وسيط تخزين ذو حالة ثابتة 512 جيجا بايت، 16 جيجا بايت، نفيديا مخصصة، ويندوز 10، لوحة مفاتيح انجليزي/عربي، اسود,https://www.amazon.sa/%D8%A7%D9%84%D8%AC%D9%8A%D9%84-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%AF%D9%8A%D9%84%D8%8C-10750%D8%A7%D8%AA%D8%B4/dp/B08NHN2XPS/ref=sr_1_67?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-67,1313, اي7,7,Intel,0,Amazon (SA)
67,لابتوب ديل G5 15 5500، شاشة 15.6 انش فل اتش دي، معالج 300 هرتز، انتل كور i7-10750H 5.0 جيجا هيرتز، رام 16 جيجا، 512B SSD، 8 جيجا RTX 2060، كيبورد انجليزي، ويندوز10، اسود، 5500-G5-E1700-BLK,https://www.amazon.sa/%D8%AF%D9%8A%D9%84-i7-10750H-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%8C-%D9%88%D9%8A%D9%86%D8%AF%D9%88%D8%B210%D8%8C-5500-G5-E1700-BLK/dp/B08HYV9LR8/ref=sr_1_68?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-68,1714,i7,7,Intel,0,Amazon (SA)
68,"MSI GL65 Leopard Gaming Laptop 2021 Newest, 15.6"" FHD 144Hz 3ms Thin-Bezel Display, Intel Six-Core i7-10750H, GeForce RTX 2070, 32GB DDR4 RAM, 1TB PCIe NVMe SSD + 2TB HDD, Windows 10",https://www.amazon.sa/GL65/dp/B08X4SRQYW/ref=sr_1_69?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-69,1973,i7,7,Intel,0,Amazon (SA)
69,"HP Pavilion Gaming Laptop 15-ec1004nx, 15.6"" FHD, AMD Ryzen 5-46000H processor, 8GB RAM, 1TB HDD - 128GB SSD, NVIDIA GeForce GTX 1650 4GB Graphics, Windows 10 Home,EN-AR KB,Black - Middle East Version",https://www.amazon.sa/dp/B08XFCBFZG/ref=sr_1_70?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-70,972,Ryzen 5,5,AMD,0,Amazon (SA)
72,"Lenovo Legion 5 15.6"" Gaming Laptop 144Hz AMD Ryzen 7-4800H 16GB RAM 512GB SSD RTX 2060 6GB Phantom Black - AMD Ryzen 7 4800H Octa-core - NVIDIA GeForce RTX 2060 6GB - in-Plane Switching (IPS) Te",https://www.amazon.sa/15RH05H/dp/B08Q7BL7N1/ref=sr_1_73?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-73,1503,Ryzen 7,7,AMD,0,Amazon (SA)
73,لاب توب ايسر نايترو 7 للالعاب، شاشة 15.6 بوصة فل اتش دي، انتل الجيل التاسع i7-9750H، جيفورس GTX 1650 4 جيجا، 8 جيجا DDR4، ذاكرة تخزين اس اس دي NVMe 256جيجا، لوحة مفاتيح بإضاءة خلفية، AN715-51-73BU,https://www.amazon.sa/%D8%A7%D9%8A%D8%B3%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-i7-9750H%D8%8C-256%D8%AC%D9%8A%D8%AC%D8%A7%D8%8C-AN715-51-73BU/dp/B07QYWKKD2/ref=sr_1_74?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-74,1213,i7,7,Intel,0,Amazon (SA)
74,"ASUS Tuf (2019) Gaming Laptop, 15.6” Full HD IPS-Type, AMD Ryzen 7 R7-3750H, GeForce RTX 2060, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DV-PB74",https://www.amazon.sa/FX505DV-PB74/dp/B07SXTDL1S/ref=sr_1_75?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-75,1268,Ryzen 7,7,AMD,0,Amazon (SA)
76,لاب توب الالعاب ام اس اي GS75 ستيلث 10SE-620 17.3 انش 240 هرتز فائق النحافة وخفيف الوزن انتل كور i7-10875H RTX2060 سعة 16 جيجابايت 512 جيجابايت NVMe SSD ويندوز 10PRO Ready,https://www.amazon.sa/%D8%A7%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-GS75-10SE-620-i7-10875H-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA/dp/B08965WD75/ref=sr_1_77?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-77,1656,i7,7,Intel,0,Amazon (SA)
82,"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2070 Max-Q, 17.3"" FHD 300Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, SD Card Reader",https://www.amazon.sa/RZ09-03297E42-R3U1/dp/B087M5LXYW/ref=sr_1_83?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-83,3093,i7,7,Intel,0,Amazon (SA)
85,لاب توب نيترو5 ايه ان 5 - شاشة 15.6 بوصة 144 هرتز - انتل كور i7- 10750H- 24 جيجا بايت - وسيط تخزين ذو حالة ثابتة 1024- 6 جيجا بايت، جي تي اكس 1660ti - اسود,https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%AA%D9%88%D8%A8-%D9%86%D9%8A%D8%AA%D8%B1%D9%885-%D8%A7%D9%8A%D9%87-%D8%A7%D9%86/dp/B08K829Q22/ref=sr_1_86?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-86,1863,i7,7,Intel,0,Amazon (SA)
87,"Acer Predator Triton 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q, 15.6"" FHD 240Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, WiFi 6, RGB Backlit KB, PT315-52-73WT",https://www.amazon.sa/PT315-52-73WT/dp/B0883HTT72/ref=sr_1_88?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-88,1816,i7,7,Intel,0,Amazon (SA)
105,"ROG Zephyrus G14 GA401II-HE046T Gaming Laptop (Moonlight White) – AMD Ryzen 7 4800HS Processor 2.9 GHz, 16GB RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti, 14-inch FHD 120Hz, Win10, Backlit-Eng-Arb-KB",https://www.amazon.sa/dp/B08LDZ8BZX/ref=sr_1_106?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-106,1381,Ryzen 7,7,AMD,0,Amazon (SA)
106,"ASUS TUF A15 Gaming and Entertainment Laptop (AMD Ryzen 7 4800H 8-Core, 16GB RAM, 1TB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, 1xUSB 3.2, Win 10 Pro)",https://www.amazon.sa/TUF506IV-AS76/dp/B089951K88/ref=sr_1_107?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-107,2079,Ryzen 7,7,AMD,0,Amazon (SA)
107,"جيجابايت [2020] AORUS 15G (WB)، 15.6 انش فل اتش دي 300 هرتز IPS، جيفورس RTX 2070 Max-Q، الجيل 10th Intel i7-10875H، DDR4 16GB NVMe SSD, 300Hz | GeForce RTX 2070 MAX-Q",https://www.amazon.sa/%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-AORUS-15G-i7-10875H%D8%8C-GeForce/dp/B08D2GPHVZ/ref=sr_1_108?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-108,1657,i7,7,Intel,0,Amazon (SA)
108,"ASUS TUF A15 Gaming and Entertainment Laptop (AMD Ryzen 7 4800H 8-Core, 32GB RAM, 1TB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 1xUSB 3.2, 1xHDMI, Win 10 Home)",https://www.amazon.sa/TUF506IU-ES74/dp/B08993WTQZ/ref=sr_1_109?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-109,2597,Ryzen 7,7,AMD,0,Amazon (SA)
111,"ASUS TUF A15 Gaming and Entertainment Laptop (AMD Ryzen 7 4800H 8-Core, 32GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 1xUSB 3.2, Win 10 Home)",https://www.amazon.sa/TUF506IU-ES74/dp/B0898Z5TYV/ref=sr_1_112?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-112,2152,Ryzen 7,7,AMD,0,Amazon (SA)
112,"ASUS TUF A15 Gaming and Entertainment Laptop (AMD Ryzen 7 4800H 8-Core, 16GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 1xUSB 3.2, 1xHDMI, Win 10 Pro)",https://www.amazon.sa/TUF506IU-ES74/dp/B0898QT95V/ref=sr_1_113?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-113,2077,Ryzen 7,7,AMD,0,Amazon (SA)
126,لاب توب للألعاب ريزر بليد برو 17 ، انتل كور i7-9750H ، 17.3 انش ، 512 جيجا بي سي اي ان في مي ، 16 جيجا رام، NVIDIA® GeForce RTXTM 2070 Max-Q، ويندوز 10 هوم، كيبورد انجليزي، اسود,https://www.amazon.sa/%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%B1%D9%8A%D8%B2%D8%B1-i7-9750H-NVIDIA%C2%AE-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%8C/dp/B08435TX1B/ref=sr_1_127?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-127,3540,i7,7,Intel,0,Amazon (SA)
128,لاب توب اسوس TUF للألعاب، 15.6 بوصة عالي الدقة IPS-من نوع IPS-، انتل كور i7-9750H، جيفورس GTX 1650، ذاكرة رام 8 جيجا، ذاكرة تخزين اس دي 512 جيجا، واي فاي جيجابت 5، ويندوز 10 هوم، TUF505GT-AH73,https://www.amazon.sa/%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-IPS-%D9%85%D9%86-i7-9750H%D8%8C-%D8%AC%D9%8A%D9%81%D9%88%D8%B1%D8%B3-TUF505GT-AH73/dp/B07VCNTRG6/ref=sr_1_129?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-129,1049,i7,7,Intel,0,Amazon (SA)
129,لاب توب الالعاب روج ستريكس-G712LV-EV009T (اسود) معالج انتل كور اي 7-10750 اتش 2.6 جيجاهرتز، بطاقة نفيديا جيفورس RTX 2060، 6 جيجا GDDR6، قرص صلب 1 تيرا، 17.3 انش، ويندوز 10، كيبورد عربي-انجليزي,https://www.amazon.sa/%D8%A7%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%B3%D8%AA%D8%B1%D9%8A%D9%83%D8%B3-G712LV-EV009T-7-10750-%D8%AC%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2%D8%8C-%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/dp/B08DMNJRST/ref=sr_1_130?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-130,2003, اي 7,7,Intel,0,Amazon (SA)
130,لاب توب اسس روج ستريكس G512LWS-AZ045T-STRIX G للالعاب (اسود اصلي) - معالج انتل i7-10750H بتردد 2.6 جيجاهرتز، رام 32 جيجابايت، تخزين 1 تيرابايت، بطاقة نفيديا جيفورس ار تي اكس 2070 سوبر، عربي انجليزي,https://www.amazon.sa/%D8%A7%D8%B3%D8%B3-%D8%B3%D8%AA%D8%B1%D9%8A%D9%83%D8%B3-G512LWS-AZ045T-STRIX-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%A7%D8%B3%D9%88%D8%AF/dp/B08D2Z7PCX/ref=sr_1_131?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-131,2409,i7,7,Intel,0,Amazon (SA)
131,"جهاز لاب توب للألعاب ريزر بليد 15 Base 2020: انتل كور i7-10750H 6-Core NVIDIA GeForce GTX 1660 Ti, 15.6 بوصة FHD 1080p 120Hz و16GB و256GB SSD, ألمونيوم CNCNC، إضاءة كروما RGB ، Thunderbolt 3 ، اسود",https://www.amazon.sa/%D8%AC%D9%87%D8%A7%D8%B2-%D9%84%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%B1%D9%8A%D8%B2%D8%B1-%D8%A8%D9%84%D9%8A%D8%AF-Base/dp/B08LZYN1ZF/ref=sr_1_132?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-132,1773,i7,7,Intel,0,Amazon (SA)
132,ام اس اي GL75 لابتوب للالعاب: كور i7-9750H، ذاكرة رام 16 جيجابايت، شاشة 17.3 انش فل اتش دي، شاشة انفيديا جي تي اكس 1660 تي اي، وسيط تخزين ذو حالة ثابتة بسعة 256 جيجابايت + قرص صلب 1 تيرا,https://www.amazon.sa/GL75-%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-i7-9750H%D8%8C-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B07YL4CWJ9/ref=sr_1_133?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-133,1423,i7,7,Intel,0,Amazon (SA)
134,"ASUS VivoBook 17.3"" FHD (1920 x1080) Display Laptop PC, AMD Ryzen 7 3700U Processor, 12GB DDR4, 512GB PCIe SSD, Bluetooth, Webcam, HDMI, WiFi, AMD Radeon RX Vega 10 Graphics, Windows 10 Home",https://www.amazon.sa/Asus-VivoBook-X712DA/dp/B08B3C643L/ref=sr_1_135?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-135,912,Ryzen 7,7,AMD,0,Amazon (SA)
138,"Acer Predator Helios 300 15.6"" FHD 144Hz 3ms IPS Gaming Laptop, i7-10750H, RGB Backlit Keyboard, Webcam, WiFi 6, USB-C, HDMI, NVIDIA GeForce RTX 2060 6GB, Win 10 (32GB RAM | 1TB PCIe SSD | 2TB HDD)",https://www.amazon.sa/Acer-Predator-Helios/dp/B08GYH9DJZ/ref=sr_1_139?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-139,1865,i7,7,Intel,0,Amazon (SA)
139,"Lenovo Legion Y540 15.6"" Gaming Laptop 144Hz i7-9750H 16GB RAM 256GB SSD GTX 1660Ti 6GB - 9th Gen i7-9750H Hexa-Core - 144Hz Refresh Rate - NVIDIA GeForce GTX 1660Ti 6GB GDDR6 - Legion Ultimate S",https://www.amazon.sa/Legion-Y540-15IRH/dp/B08739LDJY/ref=sr_1_140?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-140,1281,i7,7,Intel,0,Amazon (SA)
221,"[2021] عدسات عالية التطور ASUS ROG Zephyrus G15 GA503QS 15.6 بوصة QHD 165 هرتز 3 مللي أمبير، 3.0 جيجاهرتز Ryzen 9 5900HS, RTX 3080 Max-Q, 48 جيجابايت 3200 ميجاهرتز SSD 16 تيرا بي سي اي ايه",https://www.amazon.sa/Zephyrus-GA503QS-%D8%AC%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D9%85%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2/dp/B08WZFMYJ2/ref=sr_1_222?dchild=1&keywords=gaming+laptop&qid=1615467605&sr=8-222,8364,Ryzen 9,9,AMD,0,Amazon (SA)
222,"ASUS TUF A15 Gaming and Entertainment Laptop (AMD Ryzen 7 4800H 8-Core, 64GB RAM, 2x1TB PCIe SSD RAID 0 (2TB), 15.6"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, Win 10 Home)",https://www.amazon.sa/TUF506IV-AS76/dp/B0898ND65J/ref=sr_1_223?dchild=1&keywords=gaming+laptop&qid=1615467605&sr=8-223,2895,Ryzen 7,7,AMD,0,Amazon (SA)
224,"MSI P65 Creator-1243 Gaming and Business Laptop (Intel i7-9750H 6-Core, 32GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Fingerprint, Wifi, Bluetooth, Webcam, Win 10 Pro)",https://www.amazon.sa/P651243/dp/B084CSRQPB/ref=sr_1_225?dchild=1&keywords=gaming+laptop&qid=1615467605&sr=8-225,2746,i7,7,Intel,0,Amazon (SA)
225,"MSI Prestige 14 A10SC-051 Gaming and Entertainment Laptop (Intel i7-10710U 6-Core, 16GB RAM, 2TB m.2 SATA SSD, 14.0"" Full HD (1920x1080), NVIDIA GTX 1650 [Max-Q], Fingerprint, Wifi, Win 10 Pro)",https://www.amazon.sa/Prestige14051/dp/B0898P6JMK/ref=sr_1_226?dchild=1&keywords=gaming+laptop&qid=1615467605&sr=8-226,2894,i7,7,Intel,0,Amazon (SA)
226,"MSI Modern 15 A10M-242 Gaming and Entertainment Laptop (Intel i5-10210U 4-Core, 16GB RAM, 2x2TB PCIe SSD RAID 0 (4TB), 15.6"" Full HD (1920x1080), Intel UHD Graphics, Wifi, Bluetooth, Win 10 Pro)",https://www.amazon.sa/Modern15242/dp/B08993YQMM/ref=sr_1_227?dchild=1&keywords=gaming+laptop&qid=1615467605&sr=8-227,3043,i5,5,Intel,0,Amazon (SA)
259,لاب توب اتش بي 15.6 انش رايزن 5 8 جيجا/256 جيجا- ذهبي وردي,https://www.amazon.sa/15-6-%D8%B1%D8%A7%D9%8A%D8%B2%D9%86-%D8%AC%D9%8A%D8%AC%D8%A7-%D8%AC%D9%8A%D8%AC%D8%A7-%D8%B0%D9%87%D8%A8%D9%8A/dp/B08HCH2QK5/ref=sr_1_260?dchild=1&keywords=gaming+laptop&qid=1615467617&sr=8-260,694,رايزن 5,5,AMD,0,Amazon (SA)
260,لاب توب اسوس للالعاب روج ستريكس-جي 15 G512LU-HN161T (اسود)- انتل i7-10750h 2.6 جيجاهرتز، رام 16 جيجا، قرص صلب 1 تيرا، نفيديا جيفورس ار تي اكس 1660Ti، عرض 15.6 انش، ويندوز 10، كيبورد عربي-انجليزي,https://www.amazon.sa/%D8%B3%D8%AA%D8%B1%D9%8A%D9%83%D8%B3-%D8%AC%D9%8A-G512LU-HN161T-i7-10750h-%D8%AC%D9%8A%D8%AC%D8%A7%D9%87%D8%B1%D8%AA%D8%B2%D8%8C-%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A/dp/B08CTFL252/ref=sr_1_261?dchild=1&keywords=gaming+laptop&qid=1615467617&sr=8-261,1563,i7,7,Intel,0,Amazon (SA)
261,"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 SUPER Max-Q, 17.3"" FHD 300Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, SD Card Reader",https://www.amazon.sa/RZ09-03295E42-R3U1/dp/B087LZZGBD/ref=sr_1_262?dchild=1&keywords=gaming+laptop&qid=1615467617&sr=8-262,3417,i7,7,Intel,0,Amazon (SA)
